Plant_Name,English name,Finnish name,Section,hankitaID,taksoni_nro,Status,Notes,Check,,,,
Aconitum lycoctonum subsp. septentrionale,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",110,542,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Aconitum lycoctonum subsp. septentrionale,,,"T-5.3 	PURONRANNAT",37421,542,OSASTOLLA,,"T-5.3 	PURONRANNAT",,,,
Aconitum lycoctonum subsp. septentrionale,,,"V-4 	PERGOLA",31371,542,OSASTOLLA,,"V-4 	PERGOLA",,,,
Aconitum lycoctonum subsp. septentrionale,,,"X-TA 	TAIMISTO",54968,542,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Aconitum lycoctonum subsp. septentrionale,,,"X-TA 	TAIMISTO",54968,542,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Aconitum napellus subsp. lusitanicum,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",32399,543,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Aconitum napellus subsp. lusitanicum,,,"S-O 	SYSTEMAATTINEN OSASTO",54969,543,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aconitum napellus subsp. lusitanicum,,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",31846,543,OSASTOLLA,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",,,,
Aconitum napellus subsp. lusitanicum,,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",48225,543,OSASTOLLA,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",,,,
Aconitum sajanense,,,"T-5.8 	ALPIINISET KASVIT",22957,547,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Aconitum soongoricum,,,"T-5.8 	ALPIINISET KASVIT",35618,549,OSASTOLLA,,"T-5.8 	ALPIINISET KASVIT",,,,
Aconitum volubile,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",21343,553,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Aconogonon alpinum,,,"T-4.4.2 	KORKEARUOHOISET VIHERLEPPÃ„PENSASTOT",14294,556,OSASTOLLA,,"T-4.4.2 	KORKEARUOHOISET VIHERLEPPÃ„PENSASTOT",,,,
Aconogonon alpinum,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",14292,556,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Aconogonon alpinum,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",27559,556,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Aconogonon divaricatum,,,"P-A 	",44014,557,OSASTOLLA,,"P-A 	",,,,
Aconogonon divaricatum,,,"P-O 	PUUTARHAKASVIT OSASTO",17210,557,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Aconogonon divaricatum,,,"P-O 	PUUTARHAKASVIT OSASTO",50539,557,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Aconogonon divaricatum,,,"S-O 	SYSTEMAATTINEN OSASTO",25514,557,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aconogonon weyrichii,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",8489,558,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Aconogonon weyrichii,,,"P-O 	PUUTARHAKASVIT OSASTO",8489,558,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Aconogonon weyrichii,,,"V-9 	H- JA S-OS.REUNA",8486,558,OSASTOLLA,,"V-9 	H- JA S-OS.REUNA",,,,
Aconogonon x fennicum,,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",16888,559,OSASTOLLA,,"K-24-4 	VILLIYTYNEITÃ„ PUUTARHAKASVEJA",,,,
Aconogonon x fennicum,,,"S-O 	SYSTEMAATTINEN OSASTO",16888,559,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Acorus calamus,,,"H-4 	MAUSTEKASVIT",129,560,OSASTOLLA,kaksoisruutu,"H-4 	MAUSTEKASVIT",,,,
Acorus calamus,,,"K-20-1 	VESI",129,560,OSASTOLLA,,"K-20-1 	VESI",,,,
Acorus calamus,,,"L-O 	LÃ„Ã„KEKASVI OSASTO",129,560,OSASTOLLA,,"L-O 	LÃ„Ã„KEKASVI OSASTO",,,,
Acorus calamus,,,"S-O 	SYSTEMAATTINEN OSASTO",129,560,OSASTOLLA,kasvupaikka kunnostettu. Musta muovi altaan pohjalle teki Owen Parkes,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Acorus gramineus,,,"G-HJ 	JATKOKASVATUS",20764,561,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Acorus gramineus 'Variegatus',,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",4989,562,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Acrostichum aureum,,,"G-HA 	TROOPPINEN HUONE",8807,565,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Acrostichum aureum,,,"G-HA 	TROOPPINEN HUONE",8809,565,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Actaea erythrocarpa,,,"K-6-1 	KUIVA LEHTO",135,566,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Actaea erythrocarpa,,,"K-6-2 	TUORE JA KOSTEA LEHTO",133,566,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea erythrocarpa,,,"K-6-2 	TUORE JA KOSTEA LEHTO",134,566,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea erythrocarpa,,,"K-6-2 	TUORE JA KOSTEA LEHTO",136,566,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea erythrocarpa,,,"T-1.6 	LUMENSUOJANIITYT",132,566,OSASTOLLA,,"T-1.6 	LUMENSUOJANIITYT",,,,
Actaea erythrocarpa,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",36939,566,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Actaea erythrocarpa x spicata,,,"K-6-1 	KUIVA LEHTO",17636,567,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Actaea rubra,,,"T-6.13 	MONTAANISTA LAJISTOA",25465,568,OSASTOLLA,,"T-6.13 	MONTAANISTA LAJISTOA",,,,
Actaea rubra,,,"T-6.13 	MONTAANISTA LAJISTOA",28588,568,OSASTOLLA,,"T-6.13 	MONTAANISTA LAJISTOA",,,,
Actaea rubra,,,"T-6.13 	MONTAANISTA LAJISTOA",28589,568,OSASTOLLA,,"T-6.13 	MONTAANISTA LAJISTOA",,,,
Actaea rubra,,,"T-6.13 	MONTAANISTA LAJISTOA",28590,568,OSASTOLLA,,"T-6.13 	MONTAANISTA LAJISTOA",,,,
Actaea rubra,,,"T-6.13 	MONTAANISTA LAJISTOA",28591,568,OSASTOLLA,,"T-6.13 	MONTAANISTA LAJISTOA",,,,
Actaea spicata,,,"K-6-1 	KUIVA LEHTO",19229,569,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Actaea spicata,,,"K-6-1 	KUIVA LEHTO",20316,569,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",138,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",143,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",144,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",19527,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",26086,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actaea spicata,,,"K-6-2 	TUORE JA KOSTEA LEHTO",40550,569,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Actinidia arguta,,Japaninlaikkuköynnös,"R-O 	ARBORETUM",27812,570,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Actinidia chinensis,,,"G-HE 	LAUHKEA",37622,571,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Actinidia chinensis,,,"G-HJ 	JATKOKASVATUS",53188,571,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"R-O 	ARBORETUM",22572,572,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"R-O 	ARBORETUM",22573,572,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"R-O 	ARBORETUM",25772,572,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"R-O 	ARBORETUM",33674,572,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"V-2 	ROMEON ETU",4407,572,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Actinidia kolomikta,,Kiinanlaikkuköynnös,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",33674,572,OSASTOLLA,,"V-5 	KAHVIHUONEEN SEINUSTA JA VERSTAAN ETU",,,,
Adansonia digitata,,,"G-HA 	TROOPPINEN HUONE",3596,575,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Adansonia digitata,,,"G-HA 	TROOPPINEN HUONE",48858,575,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Adansonia digitata,,,"G-HF 	SUKKULENTIT",48858,575,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Adenium obesum,,,"G-HF 	SUKKULENTIT",51835,579,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Adenium obesum,,,"G-HO 	KASVIHUONE OSASTO",52943,579,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Adenium obesum,,,"G-HO 	KASVIHUONE OSASTO",57520,579,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Adenophora lamarckii,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",21733,586,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Adenophora lilifolia,,,"S-O 	SYSTEMAATTINEN OSASTO",37060,587,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Adenophora pereskiifolia,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",39821,588,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Adenophora triphylla,,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",35705,591,OSASTOLLA,,"T-5.1 	KOIVIKKO JA METSÃ„NRAJA",,,,
Adenostyles alpina,,,"S-O 	SYSTEMAATTINEN OSASTO",55492,593,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Adenostyles alpina,,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",51631,593,OSASTOLLA,,"T-4.4.1 	SUBALP./ALP. KORKEARUOHOISET NIITYT",,,,
Adenostyles alpina,,,"T-4.5.2 	KALKKIALUSTA",13492,593,OSASTOLLA,,"T-4.5.2 	KALKKIALUSTA",,,,
Adenostyles alpina,,,"X-TA 	TAIMISTO",55492,593,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Adenostyles leucophylla,,,"X-TA 	TAIMISTO",54705,594,OSASTOLLA,,"X-TA 	TAIMISTO",,,,
Adiantum caudatum,,,"G-HC 	SANIAISET",18061,596,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum caudatum,,,"G-HC 	SANIAISET",18063,596,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum hispidulum,,,"G-HC 	SANIAISET",2660,599,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum hispidulum,,,"G-HC 	SANIAISET",2661,599,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum raddianum,,,"G-HC 	SANIAISET",8280,602,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum raddianum,,,"G-HC 	SANIAISET",8282,602,OSASTOLLA,,"G-HC 	SANIAISET",,,,
Adiantum tenerum,,,"G-HO 	KASVIHUONE OSASTO",54012,605,OSASTOLLA,,"G-HO 	KASVIHUONE OSASTO",,,,
Adonis aestivalis,,,"S-O 	SYSTEMAATTINEN OSASTO",47570,607,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Adoxa moschatellina,,,"K-6-2 	TUORE JA KOSTEA LEHTO",16335,616,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Adoxa moschatellina,,,"K-6-2 	TUORE JA KOSTEA LEHTO",16336,616,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Adoxa moschatellina,,,"K-6-2 	TUORE JA KOSTEA LEHTO",28975,616,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Adoxa moschatellina,,,"S-O 	SYSTEMAATTINEN OSASTO",28975,616,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Adromischus cooperi,,,"G-HF 	SUKKULENTIT",3123,617,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aechmea angustifolia,,,"G-HA 	TROOPPINEN HUONE",16786,618,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea bromeliifolia,,,"G-HA 	TROOPPINEN HUONE",16787,619,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea candida,,,"G-HA 	TROOPPINEN HUONE",16788,620,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea fasciata,,,"G-HA 	TROOPPINEN HUONE",8150,622,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea filicaulis,,,"G-HA 	TROOPPINEN HUONE",8827,623,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea fulgens,,,"G-HA 	TROOPPINEN HUONE",16789,624,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea luddemanniana,,,"G-HA 	TROOPPINEN HUONE",16793,625,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea luddemanniana,,,"G-HA 	TROOPPINEN HUONE",16794,625,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aechmea miniata,,,"G-HA 	TROOPPINEN HUONE",21758,627,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aegopodium podagraria,,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",3732,638,OSASTOLLA,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",,,,
Aegopodium podagraria,,,"K-6-2 	TUORE JA KOSTEA LEHTO",3731,638,OSASTOLLA,,"K-6-2 	TUORE JA KOSTEA LEHTO",,,,
Aegopodium podagraria,,,"S-O 	SYSTEMAATTINEN OSASTO",25619,638,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aeonium arboreum,,,"G-HF 	SUKKULENTIT",15645,639,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aeonium arboreum,,,"G-HF 	SUKKULENTIT",32612,639,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aeonium balsamiferum,,,"G-HF 	SUKKULENTIT",13422,641,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aeonium hierrense,,,"G-HF 	SUKKULENTIT",17159,647,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aeonium spathulatum,,,"G-HF 	SUKKULENTIT",17161,650,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Aeschynanthus marmoratus,,,"G-HA 	TROOPPINEN HUONE",4968,657,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aeschynanthus radicans,,,"G-HA 	TROOPPINEN HUONE",4966,659,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aeschynanthus radicans,,,"G-HA 	TROOPPINEN HUONE",4967,659,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aeschynanthus speciosus,,,"G-HA 	TROOPPINEN HUONE",4963,661,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aeschynanthus speciosus,,,"G-HA 	TROOPPINEN HUONE",4964,661,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aeschynanthus speciosus,,,"G-HJ 	JATKOKASVATUS",4964,661,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Aesculus glabra,,,"R-O 	ARBORETUM",29319,662,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Aesculus glabra,,,"V-2 	ROMEON ETU",29319,662,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Aesculus hippocastanum,,(Balkanin)hevoskastanja,"S-O 	SYSTEMAATTINEN OSASTO",182,663,OSASTOLLA,jÃ¤tetty syksyllÃ¤ -06 sijoilleen,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aesculus hippocastanum,,(Balkanin)hevoskastanja,"V-2 	ROMEON ETU",25148,663,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Aesculus hybrida,,,"V-2 	ROMEON ETU",16726,664,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Aesculus octandra,,Keltahevoskastanja,"R-O 	ARBORETUM",29320,665,OSASTOLLA,,"R-O 	ARBORETUM",,,,
Aesculus octandra,,Keltahevoskastanja,"V-2 	ROMEON ETU",29320,665,OSASTOLLA,,"V-2 	ROMEON ETU",,,,
Aesculus x carnea,,,"G-HE 	LAUHKEA",9051,667,OSASTOLLA,,"G-HE 	LAUHKEA",,,,
Aesculus x carnea,,,"S-O 	SYSTEMAATTINEN OSASTO",9053,667,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aethionema grandiflorum,,,"S-O 	SYSTEMAATTINEN OSASTO",28786,668,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Aethionema thomasianum,,,"T-4.6.2 	KALKKIALUSTA",42373,670,OSASTOLLA,,"T-4.6.2 	KALKKIALUSTA",,,,
Aethionema thomasianum,,,"T-4.6.2 	KALKKIALUSTA",54527,670,OSASTOLLA,,"T-4.6.2 	KALKKIALUSTA",,,,
Agapanthus africanus,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",17689,676,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Agapanthus africanus,,,"G-HK 	KURSSIKASVATUS- JA KOEHUONE",40335,676,OSASTOLLA,,"G-HK 	KURSSIKASVATUS- JA KOEHUONE",,,,
Agapanthus africanus,,,"S-O 	SYSTEMAATTINEN OSASTO",17689,676,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agapanthus africanus,,,"S-O 	SYSTEMAATTINEN OSASTO",37006,676,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agapanthus praecox subsp. orientalis,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",2424,677,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Agapanthus praecox subsp. orientalis,,,"G-HJ 	JATKOKASVATUS",53352,677,OSASTOLLA,,"G-HJ 	JATKOKASVATUS",,,,
Agapanthus sp.,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",18616,678,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Agapanthus umbellatus,,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",13659,679,OSASTOLLA,,"G-HD 	TALVISAT. L. VÃ„LIMEREN ILMASTOALUE",,,,
Agastache foeniculum 'Golden Jubilee',,,"S-O 	SYSTEMAATTINEN OSASTO",55956,683,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agastache mexicana,,,"H-O 	HYÃ–TYKASVI OSASTO",53676,684,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Agastache rugosa,,,"H-O 	HYÃ–TYKASVI OSASTO",53675,685,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Agastache scrophulariifolia,,,"H-O 	HYÃ–TYKASVI OSASTO",49652,686,OSASTOLLA,,"H-O 	HYÃ–TYKASVI OSASTO",,,,
Agave americana,,,"G-HF 	SUKKULENTIT",205,687,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave americana 'Marginata',,,"G-HF 	SUKKULENTIT",4986,688,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave americana 'Marginata',,,"S-O 	SYSTEMAATTINEN OSASTO",4986,688,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agave atrovirens,,,"G-HF 	SUKKULENTIT",16603,689,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave attenuata,,,"G-HF 	SUKKULENTIT",2760,690,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave attenuata,,,"G-HF 	SUKKULENTIT",29077,690,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave filifera,,,"G-HF 	SUKKULENTIT",2763,691,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave heteracantha,,,"G-HF 	SUKKULENTIT",20156,692,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave lecheguilla,,,"G-HF 	SUKKULENTIT",3978,693,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave parrasana,,,"G-HF 	SUKKULENTIT",5004,696,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave sisalana,,,"G-HF 	SUKKULENTIT",207,697,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Agave striata,,,"G-HF 	SUKKULENTIT",16605,698,OSASTOLLA,,"G-HF 	SUKKULENTIT",,,,
Ageratum houstonianum 'Capri',,,"P-O 	PUUTARHAKASVIT OSASTO",51922,706,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Ageratum houstonianum 'White Hawaii',,,"P-O 	PUUTARHAKASVIT OSASTO",55878,717,OSASTOLLA,,"P-O 	PUUTARHAKASVIT OSASTO",,,,
Aglaonema commutatum,,,"G-HA 	TROOPPINEN HUONE",16678,720,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aglaonema commutatum var. robustum 'Pseudobracteatum',,,"G-HA 	TROOPPINEN HUONE",4962,721,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aglaonema Curtis-hybr. 'Silver Queen',,,"G-HA 	TROOPPINEN HUONE",17719,719,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Aglaonema modestum,,,"G-HA 	TROOPPINEN HUONE",16679,725,OSASTOLLA,,"G-HA 	TROOPPINEN HUONE",,,,
Agrimonia eupatoria,,,"K-6-1 	KUIVA LEHTO",49904,727,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Agrimonia procera,,,"K-6-1 	KUIVA LEHTO",17228,729,OSASTOLLA,,"K-6-1 	KUIVA LEHTO",,,,
Agrimonia procera,,,"S-O 	SYSTEMAATTINEN OSASTO",17228,729,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agrimonia striata,,,"T-6.14 	MONTAANISET JA SUBALP.TUOREET NIITYT",30579,730,OSASTOLLA,,"T-6.14 	MONTAANISET JA SUBALP.TUOREET NIITYT",,,,
Agrostis alpina,,,"T-4.1.3 	ALPIINISET JA SUBALPIINISET JÃ„KKINURMET",30658,736,OSASTOLLA,,"T-4.1.3 	ALPIINISET JA SUBALPIINISET JÃ„KKINURMET",,,,
Agrostis canina,,,"K-19 	RANTANIITYT",56158,737,OSASTOLLA,,"K-19 	RANTANIITYT",,,,
Agrostis canina,,,"S-O 	SYSTEMAATTINEN OSASTO",45166,737,OSASTOLLA,,"S-O 	SYSTEMAATTINEN OSASTO",,,,
Agrostis capillaris,,,"K-16-3 	KARUT KALLIOT",212,738,OSASTOLLA,,"K-16-3 	KARUT KALLIOT",,,,
Agrostis capillaris,,,"K-16-3 	KARUT KALLIOT",48923,738,OSASTOLLA,,"K-16-3 	KARUT KALLIOT",,,,
Agrostis capillaris,,,"K-16-4 	KALLIOKETO(EI CA)",26067,738,OSASTOLLA,,"K-16-4 	KALLIOKETO(EI CA)",,,,
Agrostis capillaris,,,"K-16-4 	KALLIOKETO(EI CA)",56157,738,OSASTOLLA,,"K-16-4 	KALLIOKETO(EI CA)",,,,
Agrostis capillaris,,,"K-17-1 	RINNEKEDOT",214,738,OSASTOLLA,,"K-17-1 	RINNEKEDOT",,,,
Agrostis capillaris,,,"K-17-1 	RINNEKEDOT",26068,738,OSASTOLLA,,"K-17-1 	RINNEKEDOT",,,,
Agrostis capillaris,,,"K-17-3 	MUUT KUIVAT NIITYT",212,738,OSASTOLLA,,"K-17-3 	MUUT KUIVAT NIITYT",,,,
Agrostis capillaris,,,"K-18 	TUOREET NIITYT",26068,738,OSASTOLLA,,"K-18 	TUOREET NIITYT",,,,
Agrostis clavata,,,"K-9 	LEHTOKORPI",7901,739,ei havaintoa,,"K-9 	LEHTOKORPI",,,,
Agrostis clavata,,,"K-9 	LEHTOKORPI",25508,739,OSASTOLLA,,"K-9 	LEHTOKORPI",,,,
Agrostis gigantea,,,"K-20-3 	RANTANIITTY",7904,740,OSASTOLLA,,"K-20-3 	RANTANIITTY",,,,
Agrostis gigantea,,,"K-20-3 	RANTANIITTY",7906,740,OSASTOLLA,,"K-20-3 	RANTANIITTY",,,,
Agrostis gigantea,,,"K-20-3 	RANTANIITTY",22648,740,OSASTOLLA,,"K-20-3 	RANTANIITTY",,,,
Agrostis gigantea,,,"K-23-2 	RANTAHIETIKKO (DYYNI)",7904,740,OSASTOLLA,,"K-23-2 	RANTAHIETIKKO (DYYNI)",,,,
Agrostis gigantea,,,"K-23-4 	LOHKARE-JA KIVIKKORANTA",7904,740,ei havaintoa,,"K-23-4 	LOHKARE-JA KIVIKKORANTA",,,,
Agrostis gigantea,,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",55789,740,OSASTOLLA,,"K-24-1 	PELTOJEN JA PUUTARHOJEN RIKKARUOHOJA",,,,
Agrostis mertensii,,,"K-19 	RANTANIITYT",32522,741,OSASTOLLA,,"K-19 	RANTANIITYT",,,,
Agrostis mertensii,,,"K-20-2 	HIETIKKO-SORAIKKO",50889,741,OSASTOLLA,,"K-20-2 	HIETIKKO-SORAIKKO",,,,
Agrostis mertensii,,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",36726,741,OSASTOLLA,,"T-1.7.2 	KALKKIALUSTAN LUMIMAAT",,,,
